unseen	LISTING: yellow nylon welding gloves, size 1 | BRAND: Luminara | REGION: EU ->	 CATEGORY: Safety Gloves | VERDICT: flagged
unseen	LISTING: white cotton phone case, size 5 | BRAND: VoltEdge | REGION: CA ->	 CATEGORY: Phone Accessories | VERDICT: allowed
unseen	LISTING: black steel dumbbell set, size 1 | BRAND: Fenwick | REGION: US ->	 CATEGORY: Fitness Gear | VERDICT: allowed
unseen	LISTING: black aluminum desk lamp, size 9 | BRAND: Fenwick | REGION: AU ->	 CATEGORY: Home Lighting | VERDICT: allowed
unseen	LISTING: black silicone desk lamp, size 7 | BRAND: Adera | REGION: US ->	 CATEGORY: Home Lighting | VERDICT: allowed
unseen	LISTING: red rubber circular saw, size 11 | BRAND: Luminara | REGION: EU ->	 CATEGORY: Power Tools | VERDICT: flagged
unseen	LISTING: green nylon trail shoes, size 7 | BRAND: Jovita | REGION: AU ->	 CATEGORY: Athletic Footwear | VERDICT: allowed
unseen	LISTING: white nylon dog leash, size 10 | BRAND: Nordbay | REGION: UK ->	 CATEGORY: Pet Supplies | VERDICT: allowed
unseen	LISTING: black cotton laser pointer, size 4 | BRAND: Vestra | REGION: UK ->	 CATEGORY: Restricted Items | VERDICT: flagged
unseen	LISTING: yellow aluminum backpack, size 3 | BRAND: Solvex | REGION: US ->	 CATEGORY: Bags & Luggage | VERDICT: allowed
unseen	LISTING: white nylon work gloves, size 3 | BRAND: Vornado | REGION: EU ->	 CATEGORY: Safety Gloves | VERDICT: flagged
unseen	LISTING: red leather stun gun, size 3 | BRAND: Lorvex | REGION: UK ->	 CATEGORY: Restricted Items | VERDICT: flagged
unseen	LISTING: green leather dumbbell set, size 11 | BRAND: Umbral | REGION: EU ->	 CATEGORY: Fitness Gear | VERDICT: allowed
unseen	LISTING: red steel led strip, size 7 | BRAND: Luminara | REGION: CA ->	 CATEGORY: Home Lighting | VERDICT: allowed
unseen	LISTING: black rubber phone case, size 12 | BRAND: Halvern | REGION: CA ->	 CATEGORY: Phone Accessories | VERDICT: allowed
unseen	LISTING: blue leather floor lamp, size 2 | BRAND: Kestrel | REGION: UK ->	 CATEGORY: Home Lighting | VERDICT: flagged
unseen	LISTING: green aluminum air fryer, size 7 | BRAND: PawHaven | REGION: AU ->	 CATEGORY: Kitchen Appliances | VERDICT: flagged
unseen	LISTING: orange cotton blender, size 9 | BRAND: Vestra | REGION: AU ->	 CATEGORY: Kitchen Appliances | VERDICT: allowed
unseen	LISTING: green cotton led strip, size 7 | BRAND: Nordbay | REGION: US ->	 CATEGORY: Home Lighting | VERDICT: allowed
unseen	LISTING: black nylon welding gloves, size 2 | BRAND: VoltEdge | REGION: EU ->	 CATEGORY: Safety Gloves | VERDICT: flagged
unseen	LISTING: white leather duffel bag, size 5 | BRAND: PawHaven | REGION: AU ->	 CATEGORY: Bags & Luggage | VERDICT: flagged
unseen	LISTING: blue canvas floor lamp, size 2 | BRAND: Quorra | REGION: US ->	 CATEGORY: Home Lighting | VERDICT: allowed
unseen	LISTING: black silicone welding gloves, size 8 | BRAND: Corvale | REGION: US ->	 CATEGORY: Safety Gloves | VERDICT: allowed
unseen	LISTING: orange rubber duffel bag, size 10 | BRAND: Fenwick | REGION: EU ->	 CATEGORY: Bags & Luggage | VERDICT: allowed
unseen	LISTING: yellow aluminum pet bed, size 8 | BRAND: TrailKing | REGION: US ->	 CATEGORY: Pet Supplies | VERDICT: flagged
unseen	LISTING: yellow aluminum lock pick set, size 3 | BRAND: Ostrell | REGION: US ->	 CATEGORY: Restricted Items | VERDICT: flagged
unseen	LISTING: orange silicone running shoes, size 10 | BRAND: Duxton | REGION: AU ->	 CATEGORY: Athletic Footwear | VERDICT: allowed
unseen	LISTING: yellow cotton angle grinder, size 5 | BRAND: Grohler | REGION: US ->	 CATEGORY: Power Tools | VERDICT: allowed
unseen	LISTING: blue aluminum floor lamp, size 9 | BRAND: Vestra | REGION: AU ->	 CATEGORY: Home Lighting | VERDICT: allowed
unseen	LISTING: blue cotton cordless drill, size 4 | BRAND: Vornado | REGION: US ->	 CATEGORY: Power Tools | VERDICT: allowed
